"activity" "subject" "acc.sig" "sensor" "measurement" "axis" "average"
"WALKING" 23 "Body" "Acc" "std()" "Y" -0.119020586510678
"WALKING" 24 "Body" "Acc" "std()" "Y" -0.154127498163793
"WALKING" 25 "Body" "Acc" "std()" "Y" -0.161852411581081
"WALKING" 26 "Body" "Acc" "std()" "Y" -0.136351391645763
"WALKING" 27 "Body" "Acc" "std()" "Y" -0.187301214964912
"WALKING" 28 "Body" "Acc" "std()" "Y" -0.117886186425926
"WALKING" 29 "Body" "Acc" "std()" "Y" -0.0917540612869811
"WALKING" 30 "Body" "Acc" "std()" "Y" -0.173550021692308
"WALKING_DOWNSTAIRS" 1 "Body" "Acc" "std()" "Y" -0.0319359434489796
"WALKING_DOWNSTAIRS" 2 "Body" "Acc" "std()" "Y" 0.262881788951064
"WALKING_DOWNSTAIRS" 3 "Body" "Acc" "std()" "Y" -0.0331503723387755
"WALKING_DOWNSTAIRS" 4 "Body" "Acc" "std()" "Y" -0.21859832499
"WALKING_DOWNSTAIRS" 5 "Body" "Acc" "std()" "Y" 0.0907630761042553
"WALKING_DOWNSTAIRS" 6 "Body" "Acc" "std()" "Y" 0.360164958768542
"WALKING_DOWNSTAIRS" 7 "Body" "Acc" "std()" "Y" -0.138179072734043
"WALKING_DOWNSTAIRS" 8 "Body" "Acc" "std()" "Y" 0.343826273105263
"WALKING_DOWNSTAIRS" 9 "Body" "Acc" "std()" "Y" -0.208310705504762
"WALKING_DOWNSTAIRS" 10 "Body" "Acc" "std()" "Y" 0.00407915363157895
"WALKING_DOWNSTAIRS" 11 "Body" "Acc" "std()" "Y" 0.0708122725543478
"WALKING_DOWNSTAIRS" 12 "Body" "Acc" "std()" "Y" 0.11083534373913
"WALKING_DOWNSTAIRS" 13 "Body" "Acc" "std()" "Y" -0.03212524665
"WALKING_DOWNSTAIRS" 14 "Body" "Acc" "std()" "Y" 0.378870491755556
"WALKING_DOWNSTAIRS" 15 "Body" "Acc" "std()" "Y" 0.186532377428571
"WALKING_DOWNSTAIRS" 16 "Body" "Acc" "std()" "Y" -0.146993837655319
"WALKING_DOWNSTAIRS" 17 "Body" "Acc" "std()" "Y" -0.0607892037384783
"WALKING_DOWNSTAIRS" 18 "Body" "Acc" "std()" "Y" -0.254214045818182
"WALKING_DOWNSTAIRS" 19 "Body" "Acc" "std()" "Y" 0.514816445641026
"WALKING_DOWNSTAIRS" 20 "Body" "Acc" "std()" "Y" 0.616937015333333
"WALKING_DOWNSTAIRS" 21 "Body" "Acc" "std()" "Y" 0.301336399711111
"WALKING_DOWNSTAIRS" 22 "Body" "Acc" "std()" "Y" 0.239812250944444
"WALKING_DOWNSTAIRS" 23 "Body" "Acc" "std()" "Y" 0.10825903416963
"WALKING_DOWNSTAIRS" 24 "Body" "Acc" "std()" "Y" -0.102607326783636
"WALKING_DOWNSTAIRS" 25 "Body" "Acc" "std()" "Y" -0.14054060387069
"WALKING_DOWNSTAIRS" 26 "Body" "Acc" "std()" "Y" -0.011629910112
"WALKING_DOWNSTAIRS" 27 "Body" "Acc" "std()" "Y" -0.0979710029522727
"WALKING_DOWNSTAIRS" 28 "Body" "Acc" "std()" "Y" 0.156496646504348
"WALKING_DOWNSTAIRS" 29 "Body" "Acc" "std()" "Y" -0.12246346700625
"WALKING_DOWNSTAIRS" 30 "Body" "Acc" "std()" "Y" -0.0272628077709677
"WALKING_UPSTAIRS" 1 "Body" "Acc" "std()" "Y" -0.00232026501698113
"WALKING_UPSTAIRS" 2 "Body" "Acc" "std()" "Y" 0.108027279889583
"WALKING_UPSTAIRS" 3 "Body" "Acc" "std()" "Y" 0.0116280813372881
"WALKING_UPSTAIRS" 4 "Body" "Acc" "std()" "Y" -0.0666899105180769
"WALKING_UPSTAIRS" 5 "Body" "Acc" "std()" "Y" 0.185022459476596
"WALKING_UPSTAIRS" 6 "Body" "Acc" "std()" "Y" 0.189276117327451
"WALKING_UPSTAIRS" 7 "Body" "Acc" "std()" "Y" -0.32616002254902
"WALKING_UPSTAIRS" 8 "Body" "Acc" "std()" "Y" 0.348768733170732
"WALKING_UPSTAIRS" 9 "Body" "Acc" "std()" "Y" -0.302206203816327
"WALKING_UPSTAIRS" 10 "Body" "Acc" "std()" "Y" -0.00555287692765957
"WALKING_UPSTAIRS" 11 "Body" "Acc" "std()" "Y" -0.103167501868519
"WALKING_UPSTAIRS" 12 "Body" "Acc" "std()" "Y" -0.103818259823077
"WALKING_UPSTAIRS" 13 "Body" "Acc" "std()" "Y" 0.104470773801818
"WALKING_UPSTAIRS" 14 "Body" "Acc" "std()" "Y" 0.307195533
"WALKING_UPSTAIRS" 15 "Body" "Acc" "std()" "Y" -0.00406536043541667
"WALKING_UPSTAIRS" 16 "Body" "Acc" "std()" "Y" -0.163732745078431
"WALKING_UPSTAIRS" 17 "Body" "Acc" "std()" "Y" -0.0131721014395833
"WALKING_UPSTAIRS" 18 "Body" "Acc" "std()" "Y" -0.211155120224138
"WALKING_UPSTAIRS" 19 "Body" "Acc" "std()" "Y" 0.176349922525
"WALKING_UPSTAIRS" 20 "Body" "Acc" "std()" "Y" 0.15219632835098
"WALKING_UPSTAIRS" 21 "Body" "Acc" "std()" "Y" 0.109787469104255
"WALKING_UPSTAIRS" 22 "Body" "Acc" "std()" "Y" 0.250067523738095
"WALKING_UPSTAIRS" 23 "Body" "Acc" "std()" "Y" 0.0448435785868627
"WALKING_UPSTAIRS" 24 "Body" "Acc" "std()" "Y" -0.116804488966102
"WALKING_UPSTAIRS" 25 "Body" "Acc" "std()" "Y" -0.223086808769231
"WALKING_UPSTAIRS" 26 "Body" "Acc" "std()" "Y" -0.0491726302763636
"WALKING_UPSTAIRS" 27 "Body" "Acc" "std()" "Y" -0.0950104077
"WALKING_UPSTAIRS" 28 "Body" "Acc" "std()" "Y" -0.146753877035294
"WALKING_UPSTAIRS" 29 "Body" "Acc" "std()" "Y" -0.122128287642857
"WALKING_UPSTAIRS" 30 "Body" "Acc" "std()" "Y" -0.127311157607692
"LAYING" 1 "Body" "Acc" "std()" "Z" -0.826061401628
"LAYING" 2 "Body" "Acc" "std()" "Z" -0.984233296875
"LAYING" 3 "Body" "Acc" "std()" "Z" -0.96369103483871
"LAYING" 4 "Body" "Acc" "std()" "Z" -0.962667314814815
"LAYING" 5 "Body" "Acc" "std()" "Z" -0.968562516346154
"LAYING" 6 "Body" "Acc" "std()" "Z" -0.925216100350877
"LAYING" 7 "Body" "Acc" "std()" "Z" -0.952978365961539
"LAYING" 8 "Body" "Acc" "std()" "Z" -0.932491454407407
"LAYING" 9 "Body" "Acc" "std()" "Z" -0.9407072854
"LAYING" 10 "Body" "Acc" "std()" "Z" -0.95947148637931
"LAYING" 11 "Body" "Acc" "std()" "Z" -0.971311176842105
"LAYING" 12 "Body" "Acc" "std()" "Z" -0.9483338435
"LAYING" 13 "Body" "Acc" "std()" "Z" -0.950392995483871
"LAYING" 14 "Body" "Acc" "std()" "Z" -0.900331921686275
"LAYING" 15 "Body" "Acc" "std()" "Z" -0.929586835277778
"LAYING" 16 "Body" "Acc" "std()" "Z" -0.965490276285714
"LAYING" 17 "Body" "Acc" "std()" "Z" -0.953476700140845
"LAYING" 18 "Body" "Acc" "std()" "Z" -0.987658662307692
"LAYING" 19 "Body" "Acc" "std()" "Z" -0.984672837228916
"LAYING" 20 "Body" "Acc" "std()" "Z" -0.972571998382353
"LAYING" 21 "Body" "Acc" "std()" "Z" -0.945653787777778
"LAYING" 22 "Body" "Acc" "std()" "Z" -0.942945807916667
"LAYING" 23 "Body" "Acc" "std()" "Z" -0.973223495416667
"LAYING" 24 "Body" "Acc" "std()" "Z" -0.973566958888889
"LAYING" 25 "Body" "Acc" "std()" "Z" -0.717262004013699
"LAYING" 26 "Body" "Acc" "std()" "Z" -0.984500013157895
"LAYING" 27 "Body" "Acc" "std()" "Z" -0.986636996081081
"LAYING" 28 "Body" "Acc" "std()" "Z" -0.956450342875
"LAYING" 29 "Body" "Acc" "std()" "Z" -0.987255149855072
"LAYING" 30 "Body" "Acc" "std()" "Z" -0.967044236428571
"SITTING" 1 "Body" "Acc" "std()" "Z" -0.93958629106383
"SITTING" 2 "Body" "Acc" "std()" "Z" -0.95982817173913
"SITTING" 3 "Body" "Acc" "std()" "Z" -0.875110175384615
"SITTING" 4 "Body" "Acc" "std()" "Z" -0.9322030066
"SITTING" 5 "Body" "Acc" "std()" "Z" -0.926094740227273
"SITTING" 6 "Body" "Acc" "std()" "Z" -0.925797097090909
"SITTING" 7 "Body" "Acc" "std()" "Z" -0.8565329414375
"SITTING" 8 "Body" "Acc" "std()" "Z" -0.939553030217391
"SITTING" 9 "Body" "Acc" "std()" "Z" -0.83200187268
"SITTING" 10 "Body" "Acc" "std()" "Z" -0.967826981666667
"SITTING" 11 "Body" "Acc" "std()" "Z" -0.968370181886792
"SITTING" 12 "Body" "Acc" "std()" "Z" -0.939661889019608
"SITTING" 13 "Body" "Acc" "std()" "Z" -0.938641215510204
"SITTING" 14 "Body" "Acc" "std()" "Z" -0.922774835740741
"SITTING" 15 "Body" "Acc" "std()" "Z" -0.949338025084746
"SITTING" 16 "Body" "Acc" "std()" "Z" -0.939672247101449
"SITTING" 17 "Body" "Acc" "std()" "Z" -0.96572919578125
"SITTING" 18 "Body" "Acc" "std()" "Z" -0.977572717017544
"SITTING" 19 "Body" "Acc" "std()" "Z" -0.951929615068493
"SITTING" 20 "Body" "Acc" "std()" "Z" -0.929106396818182
"SITTING" 21 "Body" "Acc" "std()" "Z" -0.959567861764706
"SITTING" 22 "Body" "Acc" "std()" "Z" -0.917564853870968
"SITTING" 23 "Body" "Acc" "std()" "Z" -0.905584390323529
"SITTING" 24 "Body" "Acc" "std()" "Z" -0.957056111470588
"SITTING" 25 "Body" "Acc" "std()" "Z" -0.965139552153846
"SITTING" 26 "Body" "Acc" "std()" "Z" -0.950004414102564
"SITTING" 27 "Body" "Acc" "std()" "Z" -0.965858735142857
"SITTING" 28 "Body" "Acc" "std()" "Z" -0.936667245694444
"SITTING" 29 "Body" "Acc" "std()" "Z" -0.968063878166667
"SITTING" 30 "Body" "Acc" "std()" "Z" -0.950654041290323
"STANDING" 1 "Body" "Acc" "std()" "Z" -0.979775876981132
"STANDING" 2 "Body" "Acc" "std()" "Z" -0.949741851296296
"STANDING" 3 "Body" "Acc" "std()" "Z" -0.911419015081967
"STANDING" 4 "Body" "Acc" "std()" "Z" -0.896880538392857
"STANDING" 5 "Body" "Acc" "std()" "Z" -0.869327321785714
"STANDING" 6 "Body" "Acc" "std()" "Z" -0.925692371929825
"STANDING" 7 "Body" "Acc" "std()" "Z" -0.917064168490566
"STANDING" 8 "Body" "Acc" "std()" "Z" -0.926065255185185
"STANDING" 9 "Body" "Acc" "std()" "Z" -0.919295805777778
"STANDING" 10 "Body" "Acc" "std()" "Z" -0.941271440454545
"STANDING" 11 "Body" "Acc" "std()" "Z" -0.986382712765957
"STANDING" 12 "Body" "Acc" "std()" "Z" -0.920684800114754
"STANDING" 13 "Body" "Acc" "std()" "Z" -0.967538031754386
"STANDING" 14 "Body" "Acc" "std()" "Z" -0.9222763115
"STANDING" 15 "Body" "Acc" "std()" "Z" -0.951670257924528
"STANDING" 16 "Body" "Acc" "std()" "Z" -0.953468961666667
"STANDING" 17 "Body" "Acc" "std()" "Z" -0.970462679230769
"STANDING" 18 "Body" "Acc" "std()" "Z" -0.961873909178082
"STANDING" 19 "Body" "Acc" "std()" "Z" -0.952599653972603
"STANDING" 20 "Body" "Acc" "std()" "Z" -0.913142481643836
"STANDING" 21 "Body" "Acc" "std()" "Z" -0.946123407078652
"STANDING" 22 "Body" "Acc" "std()" "Z" -0.942201655238095
"STANDING" 23 "Body" "Acc" "std()" "Z" -0.929409745147059
"STANDING" 24 "Body" "Acc" "std()" "Z" -0.930283530144928
"STANDING" 25 "Body" "Acc" "std()" "Z" -0.964642688108108
"STANDING" 26 "Body" "Acc" "std()" "Z" -0.962988401351351
"STANDING" 27 "Body" "Acc" "std()" "Z" -0.962408444875
"STANDING" 28 "Body" "Acc" "std()" "Z" -0.905123824177215
"STANDING" 29 "Body" "Acc" "std()" "Z" -0.980207488923077
"STANDING" 30 "Body" "Acc" "std()" "Z" -0.912850596949152
"WALKING" 1 "Body" "Acc" "std()" "Z" -0.260027902210526
"WALKING" 2 "Body" "Acc" "std()" "Z" -0.425257524915254
"WALKING" 3 "Body" "Acc" "std()" "Z" -0.387411994310345
"WALKING" 4 "Body" "Acc" "std()" "Z" -0.586252806833333
"WALKING" 5 "Body" "Acc" "std()" "Z" -0.45702143625
"WALKING" 6 "Body" "Acc" "std()" "Z" -0.504324207192982
"WALKING" 7 "Body" "Acc" "std()" "Z" 0.159631283261403
"WALKING" 8 "Body" "Acc" "std()" "Z" -0.1420885318125
"WALKING" 9 "Body" "Acc" "std()" "Z" -0.0579636469030769
"WALKING" 10 "Body" "Acc" "std()" "Z" -0.395645072075472
"WALKING" 11 "Body" "Acc" "std()" "Z" -0.530626311355932
"WALKING" 12 "Body" "Acc" "std()" "Z" -0.4106060626
"WALKING" 13 "Body" "Acc" "std()" "Z" -0.220503537026316
"WALKING" 14 "Body" "Acc" "std()" "Z" 0.0518841040022034
"WALKING" 15 "Body" "Acc" "std()" "Z" -0.518932634814815
"WALKING" 16 "Body" "Acc" "std()" "Z" -0.159799790235294
"WALKING" 17 "Body" "Acc" "std()" "Z" -0.265824489180328
"WALKING" 18 "Body" "Acc" "std()" "Z" -0.428348061071429
"WALKING" 19 "Body" "Acc" "std()" "Z" -0.13947794235
"WALKING" 20 "Body" "Acc" "std()" "Z" -0.228734217372549
"WALKING" 21 "Body" "Acc" "std()" "Z" -0.16868872575
"WALKING" 22 "Body" "Acc" "std()" "Z" -0.213351968804348
"WALKING" 23 "Body" "Acc" "std()" "Z" 0.164220685383051
"WALKING" 24 "Body" "Acc" "std()" "Z" -0.288840016206897
"WALKING" 25 "Body" "Acc" "std()" "Z" -0.437133403243243
"WALKING" 26 "Body" "Acc" "std()" "Z" -0.333486502542373
"WALKING" 27 "Body" "Acc" "std()" "Z" -0.297318273508772
"WALKING" 28 "Body" "Acc" "std()" "Z" -0.300928395925926
"WALKING" 29 "Body" "Acc" "std()" "Z" -0.242828038264151
"WALKING" 30 "Body" "Acc" "std()" "Z" -0.120476783907692
"WALKING_DOWNSTAIRS" 1 "Body" "Acc" "std()" "Z" -0.230434213204082
"WALKING_DOWNSTAIRS" 2 "Body" "Acc" "std()" "Z" -0.10283790806383
"WALKING_DOWNSTAIRS" 3 "Body" "Acc" "std()" "Z" -0.362240245489796
"WALKING_DOWNSTAIRS" 4 "Body" "Acc" "std()" "Z" -0.479185977111111
"WALKING_DOWNSTAIRS" 5 "Body" "Acc" "std()" "Z" -0.325891435319149
"WALKING_DOWNSTAIRS" 6 "Body" "Acc" "std()" "Z" -0.320204232520417
"WALKING_DOWNSTAIRS" 7 "Body" "Acc" "std()" "Z" -0.0636402447755319
"WALKING_DOWNSTAIRS" 8 "Body" "Acc" "std()" "Z" 0.1337170395
"WALKING_DOWNSTAIRS" 9 "Body" "Acc" "std()" "Z" -0.00771530035714285
"WALKING_DOWNSTAIRS" 10 "Body" "Acc" "std()" "Z" -0.183557562032895
"WALKING_DOWNSTAIRS" 11 "Body" "Acc" "std()" "Z" -0.324026938043478
"WALKING_DOWNSTAIRS" 12 "Body" "Acc" "std()" "Z" -0.425017413478261
"WALKING_DOWNSTAIRS" 13 "Body" "Acc" "std()" "Z" -0.158333146191489
"WALKING_DOWNSTAIRS" 14 "Body" "Acc" "std()" "Z" 0.451576075111111
"WALKING_DOWNSTAIRS" 15 "Body" "Acc" "std()" "Z" -0.281982181666667
"WALKING_DOWNSTAIRS" 16 "Body" "Acc" "std()" "Z" 0.0114353944787234
"WALKING_DOWNSTAIRS" 17 "Body" "Acc" "std()" "Z" -0.231064156615217
"WALKING_DOWNSTAIRS" 18 "Body" "Acc" "std()" "Z" -0.418610127454545
"WALKING_DOWNSTAIRS" 19 "Body" "Acc" "std()" "Z" 0.049322451025641
"WALKING_DOWNSTAIRS" 20 "Body" "Acc" "std()" "Z" -0.160938536488889
"WALKING_DOWNSTAIRS" 21 "Body" "Acc" "std()" "Z" -0.0717893558666667
"WALKING_DOWNSTAIRS" 22 "Body" "Acc" "std()" "Z" -0.325722718055556
"WALKING_DOWNSTAIRS" 23 "Body" "Acc" "std()" "Z" 0.229898742944444
"WALKING_DOWNSTAIRS" 24 "Body" "Acc" "std()" "Z" -0.205566380745455
"WALKING_DOWNSTAIRS" 25 "Body" "Acc" "std()" "Z" -0.457972381896552
"WALKING_DOWNSTAIRS" 26 "Body" "Acc" "std()" "Z" -0.284807676
"WALKING_DOWNSTAIRS" 27 "Body" "Acc" "std()" "Z" -0.240040783340909
"WALKING_DOWNSTAIRS" 28 "Body" "Acc" "std()" "Z" -0.341031811521739
"WALKING_DOWNSTAIRS" 29 "Body" "Acc" "std()" "Z" -0.223177999879167
"WALKING_DOWNSTAIRS" 30 "Body" "Acc" "std()" "Z" -0.217275690290323
"WALKING_UPSTAIRS" 1 "Body" "Acc" "std()" "Z" -0.0194792388471698
"WALKING_UPSTAIRS" 2 "Body" "Acc" "std()" "Z" -0.112121021220833
"WALKING_UPSTAIRS" 3 "Body" "Acc" "std()" "Z" -0.369754604067797
"WALKING_UPSTAIRS" 4 "Body" "Acc" "std()" "Z" -0.372137777692308
"WALKING_UPSTAIRS" 5 "Body" "Acc" "std()" "Z" -0.308938978787234
"WALKING_UPSTAIRS" 6 "Body" "Acc" "std()" "Z" -0.353519514896078
"WALKING_UPSTAIRS" 7 "Body" "Acc" "std()" "Z" -0.145665025639216
"WALKING_UPSTAIRS" 8 "Body" "Acc" "std()" "Z" 0.121187278790244
"WALKING_UPSTAIRS" 9 "Body" "Acc" "std()" "Z" -0.253434083542857
"WALKING_UPSTAIRS" 10 "Body" "Acc" "std()" "Z" -0.0738744931340426
"WALKING_UPSTAIRS" 11 "Body" "Acc" "std()" "Z" -0.203369399185185
"WALKING_UPSTAIRS" 12 "Body" "Acc" "std()" "Z" -0.436697425576923
"WALKING_UPSTAIRS" 13 "Body" "Acc" "std()" "Z" -0.217210568085455
"WALKING_UPSTAIRS" 14 "Body" "Acc" "std()" "Z" 0.609017879074074
"WALKING_UPSTAIRS" 15 "Body" "Acc" "std()" "Z" -0.379717488104167
"WALKING_UPSTAIRS" 16 "Body" "Acc" "std()" "Z" -0.129283825721569
"WALKING_UPSTAIRS" 17 "Body" "Acc" "std()" "Z" -0.230220954239583
"WALKING_UPSTAIRS" 18 "Body" "Acc" "std()" "Z" -0.31437339137931
"WALKING_UPSTAIRS" 19 "Body" "Acc" "std()" "Z" -0.1904685504575
"WALKING_UPSTAIRS" 20 "Body" "Acc" "std()" "Z" -0.229249455098039
"WALKING_UPSTAIRS" 21 "Body" "Acc" "std()" "Z" -0.219707928574468
"WALKING_UPSTAIRS" 22 "Body" "Acc" "std()" "Z" -0.109613216345238
"WALKING_UPSTAIRS" 23 "Body" "Acc" "std()" "Z" 0.10080118935098
"WALKING_UPSTAIRS" 24 "Body" "Acc" "std()" "Z" -0.255601012881356
"WALKING_UPSTAIRS" 25 "Body" "Acc" "std()" "Z" -0.296523975076923
"WALKING_UPSTAIRS" 26 "Body" "Acc" "std()" "Z" -0.404596936545455
"WALKING_UPSTAIRS" 27 "Body" "Acc" "std()" "Z" -0.23070787672549
"WALKING_UPSTAIRS" 28 "Body" "Acc" "std()" "Z" -0.28598691372549
"WALKING_UPSTAIRS" 29 "Body" "Acc" "std()" "Z" 0.0995443502346939
"WALKING_UPSTAIRS" 30 "Body" "Acc" "std()" "Z" 0.0249468034966154
"LAYING" 1 "Gravity" "Acc" "mean()" "X" -0.24888179828
"LAYING" 2 "Gravity" "Acc" "mean()" "X" -0.509754238125
"LAYING" 3 "Gravity" "Acc" "mean()" "X" -0.241758478064516
"LAYING" 4 "Gravity" "Acc" "mean()" "X" -0.420664662222222
"LAYING" 5 "Gravity" "Acc" "mean()" "X" -0.483470597692308
"LAYING" 6 "Gravity" "Acc" "mean()" "X" -0.47670987877193
"LAYING" 7 "Gravity" "Acc" "mean()" "X" -0.502814250576923
"LAYING" 8 "Gravity" "Acc" "mean()" "X" -0.405930036111111
"LAYING" 9 "Gravity" "Acc" "mean()" "X" -0.5802528348
"LAYING" 10 "Gravity" "Acc" "mean()" "X" -0.453069737586207
"LAYING" 11 "Gravity" "Acc" "mean()" "X" -0.134832031403509
"LAYING" 12 "Gravity" "Acc" "mean()" "X" -0.3785920653
"LAYING" 13 "Gravity" "Acc" "mean()" "X" -0.156852206467742
"LAYING" 14 "Gravity" "Acc" "mean()" "X" -0.145483631627451
"LAYING" 15 "Gravity" "Acc" "mean()" "X" -0.1719930545
"LAYING" 16 "Gravity" "Acc" "mean()" "X" -0.206783742242857
"LAYING" 17 "Gravity" "Acc" "mean()" "X" -0.19913309
"LAYING" 18 "Gravity" "Acc" "mean()" "X" -0.220600509076923
"LAYING" 19 "Gravity" "Acc" "mean()" "X" -0.680043155060241
"LAYING" 20 "Gravity" "Acc" "mean()" "X" -0.472431415573529
"LAYING" 21 "Gravity" "Acc" "mean()" "X" -0.174349174822222
"LAYING" 22 "Gravity" "Acc" "mean()" "X" -0.418494577083333
"LAYING" 23 "Gravity" "Acc" "mean()" "X" -0.391564962777778
"LAYING" 24 "Gravity" "Acc" "mean()" "X" -0.359292534027778
"LAYING" 25 "Gravity" "Acc" "mean()" "X" -0.461102531369863
"LAYING" 26 "Gravity" "Acc" "mean()" "X" -0.621309715263158
"LAYING" 27 "Gravity" "Acc" "mean()" "X" -0.530434604864865
"LAYING" 28 "Gravity" "Acc" "mean()" "X" -0.490334541875
"LAYING" 29 "Gravity" "Acc" "mean()" "X" -0.346789842753623
"LAYING" 30 "Gravity" "Acc" "mean()" "X" -0.344737755285714
"SITTING" 1 "Gravity" "Acc" "mean()" "X" 0.831509933404255
"SITTING" 2 "Gravity" "Acc" "mean()" "X" 0.940477273043478
"SITTING" 3 "Gravity" "Acc" "mean()" "X" 0.901098984615385
"SITTING" 4 "Gravity" "Acc" "mean()" "X" 0.8693030064
"SITTING" 5 "Gravity" "Acc" "mean()" "X" 0.880731443863636
"SITTING" 6 "Gravity" "Acc" "mean()" "X" 0.933692934909091
"SITTING" 7 "Gravity" "Acc" "mean()" "X" 0.969147824375
"SITTING" 8 "Gravity" "Acc" "mean()" "X" 0.832453878043478
"SITTING" 9 "Gravity" "Acc" "mean()" "X" 0.9163245106
"SITTING" 10 "Gravity" "Acc" "mean()" "X" 0.791887198148148
"SITTING" 11 "Gravity" "Acc" "mean()" "X" 0.871963798301887
"SITTING" 12 "Gravity" "Acc" "mean()" "X" 0.926228975490196
"SITTING" 13 "Gravity" "Acc" "mean()" "X" 0.92557651244898
"SITTING" 14 "Gravity" "Acc" "mean()" "X" 0.939038759814815
"SITTING" 15 "Gravity" "Acc" "mean()" "X" 0.89036426220339
"SITTING" 16 "Gravity" "Acc" "mean()" "X" 0.942457377971014
"SITTING" 17 "Gravity" "Acc" "mean()" "X" 0.94488374765625
"SITTING" 18 "Gravity" "Acc" "mean()" "X" 0.909816469298246
"SITTING" 19 "Gravity" "Acc" "mean()" "X" 0.581371509041096
"SITTING" 20 "Gravity" "Acc" "mean()" "X" 0.924454522424242
"SITTING" 21 "Gravity" "Acc" "mean()" "X" 0.940031368
"SITTING" 22 "Gravity" "Acc" "mean()" "X" 0.839305928709677
"SITTING" 23 "Gravity" "Acc" "mean()" "X" 0.936509242941176
"SITTING" 24 "Gravity" "Acc" "mean()" "X" 0.919637604411765
"SITTING" 25 "Gravity" "Acc" "mean()" "X" 0.865686078153846
"SITTING" 26 "Gravity" "Acc" "mean()" "X" 0.782955611794872
"SITTING" 27 "Gravity" "Acc" "mean()" "X" 0.839464714
"SITTING" 28 "Gravity" "Acc" "mean()" "X" 0.907331309166667
"SITTING" 29 "Gravity" "Acc" "mean()" "X" 0.891563755166667
"SITTING" 30 "Gravity" "Acc" "mean()" "X" 0.825473836935484
"STANDING" 1 "Gravity" "Acc" "mean()" "X" 0.942952000377358
"STANDING" 2 "Gravity" "Acc" "mean()" "X" 0.896928566851852
"STANDING" 3 "Gravity" "Acc" "mean()" "X" 0.93503077852459
"STANDING" 4 "Gravity" "Acc" "mean()" "X" 0.95619779125
"STANDING" 5 "Gravity" "Acc" "mean()" "X" 0.960188699107143
"STANDING" 6 "Gravity" "Acc" "mean()" "X" 0.945139003859649
"STANDING" 7 "Gravity" "Acc" "mean()" "X" 0.958728687924528
"STANDING" 8 "Gravity" "Acc" "mean()" "X" 0.957669921111111
"STANDING" 9 "Gravity" "Acc" "mean()" "X" 0.961323502222222
"STANDING" 10 "Gravity" "Acc" "mean()" "X" 0.954008785454545
"STANDING" 11 "Gravity" "Acc" "mean()" "X" 0.956464535957447
"STANDING" 12 "Gravity" "Acc" "mean()" "X" 0.957317821803279
"STANDING" 13 "Gravity" "Acc" "mean()" "X" 0.942695296842105
"STANDING" 14 "Gravity" "Acc" "mean()" "X" 0.875319569
"STANDING" 15 "Gravity" "Acc" "mean()" "X" 0.965528899622642
"STANDING" 16 "Gravity" "Acc" "mean()" "X" 0.941587749358974
"STANDING" 17 "Gravity" "Acc" "mean()" "X" 0.904678547435897
"STANDING" 18 "Gravity" "Acc" "mean()" "X" 0.947573239863014
"STANDING" 19 "Gravity" "Acc" "mean()" "X" 0.944045837534247
"STANDING" 20 "Gravity" "Acc" "mean()" "X" 0.911231752465753
"STANDING" 21 "Gravity" "Acc" "mean()" "X" 0.881213341910112
"STANDING" 22 "Gravity" "Acc" "mean()" "X" 0.954064297619048
"STANDING" 23 "Gravity" "Acc" "mean()" "X" 0.919857125882353
"STANDING" 24 "Gravity" "Acc" "mean()" "X" 0.96644228
"STANDING" 25 "Gravity" "Acc" "mean()" "X" 0.929794733108108
"STANDING" 26 "Gravity" "Acc" "mean()" "X" 0.965460891621622
"STANDING" 27 "Gravity" "Acc" "mean()" "X" 0.965351492
"STANDING" 28 "Gravity" "Acc" "mean()" "X" 0.948514848481013
"STANDING" 29 "Gravity" "Acc" "mean()" "X" 0.974508732
"STANDING" 30 "Gravity" "Acc" "mean()" "X" 0.968556705084746
"WALKING" 1 "Gravity" "Acc" "mean()" "X" 0.935223201473684
"WALKING" 2 "Gravity" "Acc" "mean()" "X" 0.91301733338983
"WALKING" 3 "Gravity" "Acc" "mean()" "X" 0.936506743275862
"WALKING" 4 "Gravity" "Acc" "mean()" "X" 0.963999696833333
"WALKING" 5 "Gravity" "Acc" "mean()" "X" 0.972624959821429
"WALKING" 6 "Gravity" "Acc" "mean()" "X" 0.958067455087719
"WALKING" 7 "Gravity" "Acc" "mean()" "X" 0.932566472280702
"WALKING" 8 "Gravity" "Acc" "mean()" "X" 0.913586347916667
"WALKING" 9 "Gravity" "Acc" "mean()" "X" 0.951867079615385
"WALKING" 10 "Gravity" "Acc" "mean()" "X" 0.963092149811321
"WALKING" 11 "Gravity" "Acc" "mean()" "X" 0.946468451355932
"WALKING" 12 "Gravity" "Acc" "mean()" "X" 0.9668735148
"WALKING" 13 "Gravity" "Acc" "mean()" "X" 0.910855709298246
"WALKING" 14 "Gravity" "Acc" "mean()" "X" 0.802973961525424
"WALKING" 15 "Gravity" "Acc" "mean()" "X" 0.951524391481481
"WALKING" 16 "Gravity" "Acc" "mean()" "X" 0.925981326078431
"WALKING" 17 "Gravity" "Acc" "mean()" "X" 0.92811236852459
"WALKING" 18 "Gravity" "Acc" "mean()" "X" 0.92386524875
"WALKING" 19 "Gravity" "Acc" "mean()" "X" 0.935222559230769
"WALKING" 20 "Gravity" "Acc" "mean()" "X" 0.899965205686274
"WALKING" 21 "Gravity" "Acc" "mean()" "X" 0.862524800961538
